Date,Aircraft Type,Aircraft Registration,Route of Flight From,Route of Flight Via,Route of Flight To,Duration of Flight,PIC,SIC,Cross Country,Dual Received,Solo,Part 121,Part 135,Day T-O,Day Ldg,Night T-O,Night Ldg,Approaches Instrument,Approaches Non-Instrument,Night,Actual Instrument,Simulated Instrument,Flight Simulator
2019-01-17,E170,N744YX,KAUS,,KDEN,2:14,,2:14,2:14,,,,,1,1,,,,,,2:14,,
2019-01-17,E170,N744YX,KDEN,,KTUL,1:25,,1:25,1:25,,,,,1,1,,,,,,1:25,,
2019-01-18,E170,N651RW,KTUL,,KORD,1:46,,1:46,1:46,,,,,,1,1,,,,0:52,1:46,,
2019-01-18,E170,N651RW,KORD,,KDCA,1:43,,1:43,1:43,,,,,1,1,,,,,,1:43,,
2019-01-18,E170,N651RW,KDCA,,KORD,2:45,,2:45,2:45,,,,,1,1,,,,,,2:45,,
2019-01-24,E170,N725YX,KDCA,,KORD,2:30,,2:30,2:30,,,,,1,1,,,,,,2:30,,
2019-01-24,E170,N725YX,KORD,,KDCA,2:15,,2:15,2:15,,,,,1,1,,,,,,2:15,,
2019-01-31,E170,N856RW,KORD,,KATL,2:04,,2:04,2:04,,,,,,,,,,,,2:04,,
2019-02-01,E170,N722YX,KATL,,KIAH,2:30,,2:30,2:30,,,,,,,,,,,,2:30,,
2019-02-01,E170,N722YX,KIAH,,KCLT,2:27,,2:27,2:27,,,,,,,,,,,,2:27,,
2019-02-01,E170,N865RW,KCLT,,KORD,2:14,,2:14,2:14,,,,,,,,,,,,2:14,,
2019-02-04,E170,N744YX,KORD,,KAUS,3:02,,3:02,3:02,,,,,,,,,,,,3:02,,
2019-02-04,E170,N744YX,KAUS,,KDEN,2:24,,2:24,2:24,,,,,,,,,,,,2:24,,
2019-02-04,E170,N744YX,KDEN,,KTUL,1:40,,1:40,1:40,,,,,,,,,,,,1:40,,
2019-02-05,E170,N726YX,KTUL,,KORD,2:05,,2:05,2:05,,,,,,,,,,,,2:05,,
2019-02-05,E170,N857RW,KORD,,KDCA,1:57,,1:57,1:57,,,,,,,,,,,,1:57,,
2019-02-05,E170,N651RW,KDCA,,KORD,2:17,,2:17,2:17,,,,,,,,,,,,2:17,,
2019-02-07,E170,N733YX,KORD,,KDCA,1:47,,1:47,1:47,,,,,,,,,,,,1:47,,
2019-02-07,E170,N733YX,KDCA,,KORD,2:09,,2:09,2:09,,,,,,,,,,,,2:09,,
2019-02-07,E170,N638RW,KORD,,KORF,2:09,,2:09,2:09,,,,,,,,,,,,2:09,,
2019-02-08,E170,N745YX,KORF,,KORD,2:28,,2:28,2:28,,,,,,,,,,,,2:28,,
2019-02-08,E170,N745YX,KORD,,KDCA,1:57,,1:57,1:57,,,,,,,,,,,,1:57,,
2019-02-08,E170,N745YX,KDCA,,KORD,2:17,,2:17,2:17,,,,,,,,,,,,2:17,,
2019-02-11,E170,N747YX,KORD,,KAUS,3:02,,3:02,3:02,,,,,,,,,,,,3:02,,
2019-02-11,E170,N747YX,KAUS,,KDEN,2:24,,2:24,2:24,,,,,,,,,,,,2:24,,
2019-02-11,E170,N747YX,KDEN,,KTUL,1:40,,1:40,1:40,,,,,,,,,,,,1:40,,
2019-02-12,E170,N638RW,KTUL,,KORD,2:05,,2:05,2:05,,,,,,,,,,,,2:05,,
2019-02-12,E170,N637RW,KORD,,KDCA,1:57,,1:57,1:57,,,,,,,,,,,,1:57,,
2019-02-12,E170,N637RW,KDCA,,KORD,2:17,,2:17,2:17,,,,,,,,,,,,2:17,,
2019-02-13,E170,N739YX,KORD,,KAUS,3:02,,3:02,3:02,,,,,,,,,,,,3:02,,
2019-02-13,E170,N739YX,KAUS,,KIAH,1:02,,1:02,1:02,,,,,,,,,,,,1:02,,
2019-02-13,E170,N649RW,KIAH,,KCMH,2:37,,2:37,2:37,,,,,,,,,,,,2:37,,
2019-02-14,E170,N752YX,KCMH,,KORD,1:38,,1:38,1:38,,,,,,,,,,,,1:38,,
2019-02-14,E170,N752YX,KORD,,KRDU,1:59,,1:59,1:59,,,,,,,,,,,,1:59,,
2019-02-14,E170,N752YX,KRDU,,KORD,2:18,,2:18,2:18,,,,,,,,,,,,2:18,,
2019-03-04,E170,N979RP,KORD,,KCLT,2:09,,2:09,2:09,,,,,,,,,,,,,,
2019-03-04,E170,N979RP,KCLT,,KORD,2:02,,2:02,2:02,,,,,,,,,,,,,,
2019-03-05,E170,N649RW,KTUL,,KIAH,1:17,,1:17,1:17,,,,,,,,,,,,,,
2019-03-05,E170,N649RW,KIAH,,KMSP,3:04,,3:04,3:04,,,,,,,,,,,,,,
2019-03-06,E170,N648RW,KORD,,KLGA,2:00,,2:00,2:00,,,,,,,,,,,,,,
2019-03-06,E170,N648RW,KLGA,,KORD,2:20,,2:20,2:20,,,,,,,,,,,,,,
2019-03-07,E170,N654RW,KORD,,KDCA,1:54,,1:54,1:54,,,,,,,,,,,,,,
2019-03-07,E170,N654RW,KDCA,,KORD,2:20,,2:20,2:20,,,,,,,,,,,,,,
2019-03-08,E170,N856RW,KORD,,KMKE,0:29,,0:29,0:29,,,,,,,,,,,,,,
2019-03-12,E170,N742YX,KORD,,KMSP,1:29,,1:29,1:29,,,,,,,,,,,,,,
2019-03-12,E170,N742YX,KMSP,,KEWR,2:47,,2:47,2:47,,,,,,,,,,,,,,
2019-03-12,E170,N736YX,KEWR,,KGRR,2:06,,2:06,2:06,,,,,,,,,,,,,,
2019-03-14,E170,N632RW,KORD,,CYUL,2:43,,2:43,2:43,,,,,,,,,,,,,,
2019-03-14,E170,N632RW,CYUL,,KORD,1:46,,1:46,1:46,,,,,,,,,,,,,,
2019-03-15,E170,N724YX,KEWR,,KCLT,1:56,,1:56,1:56,,,,,,,,,,,,,,
2019-03-15,E170,N646RW,KCLT,,KORD,1:50,,1:50,1:50,,,,,,,,,,,,,,
2019-03-17,E170,N653RW,KORD,,KMSP,1:31,,1:31,1:31,,,,,,,,,,,,,,
2019-03-17,E170,N653RW,KMSP,,KORD,1:52,,1:52,1:52,,,,,,,,,,,,,,
2019-03-18,E170,N655RW,KORD,,KDCA,1:52,,1:52,1:52,,,,,,,,,,,,,,
2019-03-18,E170,N655RW,KDCA,,KORD,2:01,,2:01,2:01,,,,,,,,,,,,,,
2019-03-19,E170,N656RW,KORD,,KDCA,1:38,,1:38,1:38,,,,,,,,,,,,,,
2019-03-19,E170,N656RW,KDCA,,KORD,2:15,,2:15,2:15,,,,,,,,,,,,,,
2019-03-20,E170,N733YX,KORD,,KDCA,1:46,,1:46,1:46,,,,,,,,,,,,,,
2019-03-20,E170,N643RW,KDCA,,KORD,2:03,,2:03,2:03,,,,,,,,,,,,,,
2019-03-20,E170,N643RW,KORD,,KMSP,1:18,,1:18,1:18,,,,,,,,,,,,,,
2019-03-20,E170,N643RW,KMSP,,KORD,1:33,,1:33,1:33,,,,,,,,,,,,,,
2019-03-27,E170,N657RW,KORD,,KDTW,1:12,,1:12,1:12,,,,,,,,,,,,,,
2019-03-27,E170,N657RW,KDTW,,KEWR,2:02,,2:02,2:02,,,,,,,,,,,,,,
2019-03-28,E170,N649RW,KEWR,,KEYW,3:31,,3:31,3:31,,,,,,,,,,,,,,
2019-03-28,E170,N649RW,KEYW,,KEWR,3:09,,3:09,3:09,,,,,,,,,,,,,,
2019-03-28,E170,N653RW,KEWR,,KCMH,2:05,,2:05,2:05,,,,,,,,,,,,,,
2019-03-29,E170,N653RW,KCMH,,KEWR,1:34,,1:34,1:34,,,,,,,,,,,,,,
2019-04-01,E170,N724YX,KORD,,KDCA,2:00,,2:00,2:00,,,,,,,,,,,,,,
2019-04-01,E170,N724YX,KDCA,,KORD,2:05,,2:05,2:05,,,,,,,,,,,,,,
2019-04-04,E170,N642RW,KORD,,KMSP,1:51,,1:51,1:51,,,,,,,,,,,,,,
2019-04-04,E170,N642RW,KORD,,KCLT,1:58,,1:58,1:58,,,,,,,,,,,,,,
2019-04-05,E170,N640RW,KCLT,,KORD,2:24,,2:24,2:24,,,,,,,,,,,,,,
2019-04-05,E170,N750YX,KORD,,CYYZ,1:35,,1:35,1:35,,,,,,,,,,,,,,
2019-04-05,E170,N750YX,CYYZ,,KORD,1:46,,1:46,1:46,,,,,,,,,,,,,,
2019-04-08,E170,N856RW,KORD,,KSYR,1:31,,1:31,1:31,,,,,,,,,,,,,,
2019-04-08,E170,N856RW,KSYR,,KORD,2:13,,2:13,2:13,,,,,,,,,,,,,,
2019-04-08,E170,N649RW,KORD,,KBNA,2:39,,2:39,2:39,,,,,,,,,,,,2:39,,
2019-04-09,E170,N863RW,KBNA,,KORD,1:48,,1:48,1:48,,,,,,,,,,,,,,
2019-04-10,E170,N648RW,KORD,,KSLC,3:41,,3:41,3:41,,,,,,,,,,,,,,
2019-04-10,E170,N648RW,KSLC,,KIAH,2:55,,2:55,2:55,,,,,,,,,,,,,,
2019-04-11,E170,N856RW,KEWR,,KSDF,2:00,,2:00,2:00,,,,,,,,,,,,,,
2019-04-12,E170,N638RW,KSDF,,KIAH,2:54,,2:54,2:54,,,,,,,,,,,,,,
2019-04-12,E170,N727YX,KIAH,,KATL,1:43,,1:43,1:43,,,,,,,,,,,,,,
2019-04-12,E170,N727YX,KATL,,KORD,1:56,,1:56,1:56,,,,,,,,,,,,,,
2019-04-18,E170,N864RW,KORD,,KSYR,1:39,,1:39,1:39,,,,,,,,,,,,,,
2019-04-18,E170,N864RW,KSYR,,KORD,2:02,,2:02,2:02,,,,,,,,,,,,,,
2019-04-18,E170,N863RW,KORD,,KBNA,1:24,,1:24,1:24,,,,,,,,,,,,,,
2019-04-19,E170,N644RW,KBNA,,KORD,1:44,,1:44,1:44,,,,,,,,,,,,,,
2019-04-23,E170,N855RW,KORD,,KDFW,2:32,,2:32,2:32,,,,,,,,,,,,,,
2019-04-23,E170,N855RW,KDFW,,KORD,2:06,,2:06,2:06,,,,,,,,,,,,2:26,,
2019-04-24,E170,N646RW,KORD,,KEYW,3:03,,3:03,3:03,,,,,,,,,,,,3:14,,
2019-04-24,E170,N646RW,KEYW,,KORD,3:27,,3:27,3:27,,,,,,,,,,,,3:35,,
2019-04-30,E170,N858RW,KORD,,KROC,1:42,,1:42,1:42,,,,,,,,,,,,1:42,,
2019-04-30,E170,N858RW,KROC,,KEWR,1:32,,1:32,1:32,,,,,,,,,,,,1:32,,
2019-04-30,E170,N858RW,KEWR,,KMKE,2:29,,2:29,2:29,,,,,,,,,,,,2:29,,
2019-05-01,E170,N641RW,KMKE,,KEWR,2:14,,2:14,2:14,,,,,,,,,,,,2:18,,
2019-05-01,E170,N648RW,KEWR,,KRIC,1:30,,1:30,1:30,,,,,,,,,,,,1:30,,
2019-05-01,E170,N648RW,KRIC,,KORD,2:22,,2:22,2:22,,,,,,,,,,,,2:22,,
2019-05-08,E170,N652RW,KORD,,KDTW,1:24,,1:24,1:24,,,,,,,,,,,,1:24,,
2019-05-08,E170,N652RW,KDTW,,KEWR,1:53,,1:53,1:53,,,,,,,,,,,,1:53,,
2019-05-08,E170,N652RW,KEWR,,KDTW,1:59,,1:59,1:59,,,,,,,,,,,,1:59,,
2019-05-09,E170,N861RW,KDTW,,KEWR,2:00,,2:00,2:00,,,,,,,,,,,,2:00,,
2019-05-09,E170,N657RW,KEWR,,KCVG,2:09,,2:09,2:09,,,,,,,,,,,,2:09,,
2019-05-09,E170,N657RW,KCVG,,KORD,1:37,,1:37,1:37,,,,,,,,,,,,1:37,,
2019-05-14,E170,N637RW,KORD,,KDTW,1:24,,1:24,1:24,,,,,,,,,,,,1:24,,
2019-05-14,E170,N637RW,KDTW,,KORD,1:14,,1:14,1:14,,,,,,,,,,,,1:36,,
2019-05-14,E170,N747YX,KORD,,CYOW,2:07,,2:07,2:07,,,,,,,,,,,,2:07,,
2019-05-15,E170,N634RW,CYOW,,KEWR,1:33,,1:33,1:33,,,,,,,,,,,,1:33,,
2019-05-15,E170,N748YX,KEWR,,KMCI,3:14,,3:14,3:14,,,,,,,,,,,,3:14,,
2019-05-15,E170,N748YX,KMCI,,KORD,1:41,,1:41,1:41,,,,,,,,,,,,1:41,,
2019-05-16,E170,N723YX,KORD,,KCVG,1:18,,1:18,1:18,,,,,,,,,,,,1:18,,
2019-05-16,E170,N723YX,KCVG,,KIAH,2:48,,2:48,2:48,,,,,,,,,,,,2:48,,
2019-05-21,E170,N723YX,KORD,,KCVG,1:18,,1:18,1:18,,,,,,,,,,,,1:18,,
2019-05-21,E170,N723YX,KCVG,,KIAH,2:48,,2:48,2:48,,,,,,,,,,,,2:48,,
2019-05-21,E170,N647RW,KIAH,,KSDF,2:19,,2:19,2:19,,,,,,,,,,,,2:19,,
2019-05-22,E170,N644RW,KSDF,,KIAH,2:39,,2:39,2:39,,,,,,,,,,,,2:39,,
2019-05-22,E170,N644RW,KIAH,,KSDF,2:16,,2:16,2:16,,,,,,,,,,,,2:16,,
2019-05-23,E170,N657RW,KSDF,,KIAH,2:39,,2:39,2:39,,,,,,,,,,,,2:39,,
2019-05-23,E170,N656RW,KIAH,,KMSP,2:52,,2:52,2:52,,,,,,,,,,,,2:52,,
2019-05-23,E170,N656RW,KMSP,,KORD,1:31,,1:31,1:31,,,,,,,,,,,,1:31,,
2019-05-27,E170,N723YX,KORD,,KCVG,1:18,,1:18,1:18,,,,,,,,,,,,1:18,,
2019-05-27,E170,N723YX,KCVG,,KIAH,2:28,,2:28,2:28,,,,,,,,,,,,2:48,,
2019-05-27,E170,N650RW,KIAH,,KSDF,2:19,,2:19,2:19,,,,,,,,,,,,2:19,,
2019-05-28,E170,N650RW,KSDF,,KIAH,2:39,,2:39,2:39,,,,,,,,,,,,2:39,,
2019-05-28,E170,N633RW,KIAH,,KSDF,2:19,,2:19,2:19,,,,,,,,,,,,2:19,,
2019-05-29,E170,N641RW,KSDF,,KIAH,2:39,,2:39,2:39,,,,,,,,,,,,2:39,,
2019-05-29,E170,N727YX,KIAH,,KMSP,2:38,,2:38,2:38,,,,,,,,,,,,2:52,,
2019-05-29,E170,N727YX,KMSP,,KORD,1:31,,1:31,1:31,,,,,,,,,,,,1:31,,
2019-05-31,E170,N746YX,KORD,,CYYZ,1:47,,1:47,1:47,,,,,,,,,,,,1:47,,
2019-05-31,E170,N746YX,CYYZ,,KORD,1:57,,1:57,1:57,,,,,,,,,,,,1:57,,
2019-06-03,E170,N749YX,KORD,,KMSP,1:36,,1:36,1:36,,,,,1,1,,,,,,1:36,,
2019-06-03,E170,N746YX,KMSP,,KORD,1:20,,1:20,1:20,,,,,1,1,,,,,,1:20,,
2019-06-04,E170,N744YX,KORD,,KLGA,2:33,,2:33,2:33,,,,,1,,,1,,,0:06,2:33,,
2019-06-04,E170,N744YX,KLGA,,KORD,2:27,,2:27,2:27,,,,,,,1,1,,,2:27,2:27,,
2019-06-06,E170,N856RW,KORD,,KDCA,1:47,,1:47,1:47,,,,,1,1,,,,,,1:47,,
2019-06-06,E170,N856RW,KDCA,,KORD,2:18,,2:18,2:18,,,,,1,1,,,,,,2:18,,
2019-06-06,E170,N726YX,KORD,,KMSP,1:28,,1:28,1:28,,,,,1,1,,,,,,1:28,,
2019-06-07,E170,N726YX,KMSP,,KIAH,2:45,,2:45,2:45,,,,,1,1,,,,,,2:45,,
2019-06-07,E170,N859RW,KIAH,,KBHM,1:54,,1:54,1:54,,,,,1,1,,,,,,1:54,,
2019-06-10,E170,N856RW,KORD,,KMCI,1:44,,1:44,1:44,,,,,1,1,,,,,,1:44,,
2019-06-10,E170,N632RW,KMCI,,KSDF,1:27,,1:27,1:27,,,,,1,1,,,,,,1:27,,
2019-06-13,E170,N650RW,KORD,,KSRQ,2:48,,2:48,2:48,,,,,1,1,,,,,,2:48,,
2019-06-13,E170,N650RW,KSRQ,,KORD,2:58,,2:58,2:58,,,,,1,1,,,,,,2:58,,
2019-06-13,E170,N636RW,KORD,,KGRR,0:56,,0:56,0:56,,,,,1,1,,,,,,0:56,,
2019-06-14,E170,N640RW,KGRR,,KEWR,1:38,,1:38,1:38,,,,,1,1,,,,,,1:38,,
2019-06-17,E170,N640RW,KORD,,KBNA,1:35,,1:35,1:35,,,,,1,1,,,,,,1:35,,
2019-06-17,E170,N640RW,KBNA,,KORD,2:23,,2:23,2:23,,,,,1,1,,,,,,2:23,,
2019-06-18,E170,N744YX,KORD,,KMSP,1:52,,1:52,1:52,,,,,1,1,,,,,,1:52,,
2019-06-19,E170,N726YX,KMSP,,KIAH,2:59,,2:59,2:59,,,,,1,1,,,,,,2:59,,
2019-06-19,E170,N726YX,KIAH,,KCLE,2:38,,2:38,2:38,,,,,1,1,,,,,,2:38,,
2019-06-19,E170,N726YX,KCLE,,KORD,1:23,,1:23,1:23,,,,,1,1,,,,,,1:23,,
2019-06-20,E170,N724YX,KORD,,KIAH,2:33,,2:33,2:33,,,,,1,1,,,,,,2:33,,
2019-06-21,E170,N746YX,KIAH,,KMSP,2:48,,2:48,2:48,,,,,1,1,,,,,,2:48,,
2019-06-21,E170,N979RP,KMSP,,KORD,1:22,,1:22,1:22,,,,,1,1,,,,,,1:22,,
2019-06-24,E170,N751YX,KORD,,KLGA,2:08,,2:08,2:08,,,,,1,1,,,,,,2:08,,
2019-06-24,E170,N751YX,KLGA,,KORD,2:18,,2:18,2:18,,,,,1,1,,,,,,2:18,,
2019-06-25,E170,N636RW,KSTL,,KIAH,2:19,,2:19,2:19,,,,,1,1,,,,,,2:19,,
2019-06-25,E170,N636RW,KIAH,,KMSP,2:33,,2:33,2:33,,,,,1,1,,,,,,2:33,,
2019-06-25,E170,N636RW,KMSP,,KORD,1:45,,1:45,1:45,,,,,1,1,,,,,,1:45,,
2019-06-27,E170,N404YX,KMSP,,KDCA,3:10,,3:10,3:10,,,,,1,1,,,,,,3:10,,
2019-07-03,E170,N733YX,KORD,,KATL,1:52,,1:52,1:52,,,,,1,1,,,,,,1:52,,
2019-07-03,E170,N733YX,KATL,,KORD,2:05,,2:05,2:05,,,,,1,1,,,,,,2:05,,
2019-07-09,E170,N736YX,KORD,,KBNA,1:23,,1:23,1:23,,,,,1,1,,,,,,1:23,,
2019-07-09,E170,N736YX,KBNA,,KORD,2:08,,2:08,2:08,,,,,1,1,,,,,,2:08,,
2019-07-09,E170,N736YX,KORD,,KBHM,1:47,,1:47,1:47,,,,,1,1,,,,,,1:47,,
2019-07-10,E170,N751YX,KBHM,,KORD,2:07,,2:07,2:07,,,,,1,1,,,,,,2:07,,
2019-07-10,E170,N751YX,KORD,,KBNA,1:33,,1:33,1:33,,,,,1,1,,,,,,1:33,,
2019-07-10,E170,N751YX,KBNA,,KORD,2:11,,2:11,2:11,,,,,1,1,,,,,,2:11,,
2019-07-11,E170,N862RW,KORD,,KSRQ,2:54,,2:54,2:54,,,,,1,1,,,,,,2:54,,
2019-07-11,E170,N862RW,KSRQ,,KORD,3:05,,3:05,3:05,,,,,1,1,,,,,,3:05,,
2019-07-11,E170,N728YX,KORD,,KMSP,1:38,,1:38,1:38,,,,,1,1,,,,,,1:38,,
2019-07-12,E170,N736YX,KMSP,,KIAH,2:53,,2:53,2:53,,,,,1,1,,,,,,2:53,,
2019-07-12,E170,N736YX,KIAH,,KBHM,1:41,,1:41,1:41,,,,,1,1,,,,,,1:41,,
2019-07-12,E170,N736YX,KBHM,,KORD,1:56,,1:56,1:56,,,,,1,1,,,,,,1:56,,
2019-07-15,E170,N741YX,KORD,,KPIT,2:03,,2:03,2:03,,,,,1,,,1,,,0:15,2:03,,
2019-07-16,E170,N721YX,KPIT,,KIAH,2:51,,2:51,2:51,,,,,1,1,,,,,,2:51,,
2019-07-16,E170,N721YX,KIAH,,KCLE,2:48,,2:48,2:48,,,,,1,1,,,,,,2:48,,
2019-07-16,E170,N721YX,KCLE,,KORD,1:15,,1:15,1:15,,,,,1,1,,,,,,1:15,,
2019-07-17,E170,N723YX,KORD,,KORF,2:15,,2:15,2:15,,,,,1,1,,,,,,2:15,,
2019-07-17,E170,N723YX,KORF,,KORD,2:32,,2:32,2:32,,,,,1,,,1,,,0:18,2:32,,
2019-07-17,E170,N723YX,KORD,,KMSY,2:54,,2:54,2:54,,,,,,,1,1,,,2:54,2:54,,
2019-07-18,E170,N641RW,KMSY,,KDEN,2:45,,2:45,2:45,,,,,1,1,,,,,,2:45,,
2019-07-18,E170,N641RW,KDEN,,KMEM,2:12,,2:12,2:12,,,,,1,1,,,,,,2:12,,
2019-07-19,E170,N750YX,KMEM,,KDEN,2:18,,2:18,2:18,,,,,1,1,,,,,,2:18,,
2019-07-19,E170,N750YX,KDEN,,KSLC,1:38,,1:38,1:38,,,,,1,1,,,,,,1:38,,
2019-07-19,E170,N750YX,KSLC,,KORD,3:07,,3:07,3:07,,,,,1,1,,,,,,3:07,,
2019-07-22,E170,N855RW,KORD,,KDCA,1:48,,1:48,1:48,,,,,1,1,,,,,,1:48,,
2019-07-22,E170,N855RW,KDCA,,KORD,2:31,,2:31,2:31,,,,,1,1,,,,,,2:31,,
2019-07-23,E170,N641RW,KORD,,KSRQ,2:43,,2:43,2:43,,,,,1,1,,,,,,2:43,,
2019-07-23,E170,N641RW,KSRQ,,KORD,2:42,,2:42,2:42,,,,,1,1,,,,,,2:42,,
2019-07-23,E170,N741YX,KORD,,KBHM,1:46,,1:46,1:46,,,,,1,1,,,,,,1:46,,
2019-07-24,E170,N657RW,KBHM,,KORD,2:19,,2:19,2:19,,,,,1,1,,,,,,2:19,,
2019-07-24,E170,N721YX,KORD,,KDTW,1:24,,1:24,1:24,,,,,1,1,,,,,,1:24,,
2019-07-24,E170,N721YX,KDTW,,KORD,1:14,,1:14,1:14,,,,,1,1,,,,,,1:14,,
2019-08-16,E170,N859RW,KORD,,KSRQ,2:57,,2:57,2:57,,,,,1,1,,,,,,,,
2019-08-16,E170,N859RW,KSRQ,,KORD,3:00,,3:00,3:00,,,,,1,1,,,,,,,,
2019-08-20,E170,N639RW,KORD,,KFSD,1:59,,1:59,1:59,,,,,1,1,,,,,,,,
2019-08-20,E170,N639RW,KFSD,,KORD,1:50,,1:50,1:50,,,,,1,1,,,,,,,,
2019-08-21,E170,N647RW,KXNA,,KDEN,1:53,,1:53,1:53,,,,,1,1,,,,,,,,
2019-08-22,E170,N979RP,KORD,,KMCI,1:30,,1:30,1:30,,,,,1,1,,,,,,,,
2019-08-22,E170,N979RP,KMCI,,KEWR,2:53,,2:53,2:53,,,,,1,1,,,,,,,,
2019-08-22,E170,N640RW,KEWR,,KSDF,2:39,,2:39,2:39,,,,,,,1,1,,,2:39,,,
2019-08-26,E170,N748YX,KORD,,KDCA,1:44,,1:44,1:44,,,,,1,1,,,,,,,,
2019-08-26,E170,N748YX,KDCA,,KEWR,1:14,,1:14,1:14,,,,,1,1,,,,,,,,
2019-08-26,E170,N639RW,KEWR,,KSDF,2:21,,2:21,2:21,,,,,1,,,1,,,1:37,,,
2019-08-27,E170,N862RW,KSDF,,KIAH,2:30,,2:30,2:30,,,,,1,1,,,,,,,,
2019-08-27,E170,N862RW,KIAH,,KATL,2:02,,2:02,2:02,,,,,1,1,,,,,,,,
2019-08-27,E170,N862RW,KATL,,KORD,1:56,,1:56,1:56,,,,,1,1,,,,,,,,
2019-08-28,E170,N631RW,KORD,,KSYR,1:40,,1:40,1:40,,,,,1,1,,,,,,,,
2019-08-28,E170,N631RW,KSYR,,KORD,1:55,,1:55,1:55,,,,,1,1,,,,,,,,
2019-08-28,E170,N636RW,KORD,,KTVC,1:17,,1:17,1:17,,,,,1,1,,,,,,,,
2019-08-29,E170,N729YX,KTVC,,KDEN,3:05,,3:05,3:05,,,,,1,1,,,,,,,,
2019-08-29,E170,N656RW,KDEN,,KSLC,1:48,,1:48,1:48,,,,,1,1,,,,,,,,
2019-08-29,E170,N656RW,KSLC,,KORD,3:14,,3:14,3:14,,,,,1,1,,,,,,,,
2019-08-30,E170,N745YX,KORD,,KSAV,2:12,,2:12,2:12,,,,,1,1,,,,,,,,
2019-08-30,E170,N745YX,KSAV,,KORD,2:11,,2:11,2:11,,,,,1,1,,,,,,,,
2019-09-02,E170,N640RW,KORD,,KSYR,1:43,,1:43,1:43,,,,,1,1,,,,,,,,
2019-09-02,E170,N640RW,KSYR,,KORD,2:00,,2:00,2:00,,,,,1,1,,,,,,,,
2019-09-02,E170,N742YX,KORD,,KSAV,2:28,,2:28,2:28,,,,,1,1,,,,,,,,
2019-09-03,E170,N657RW,KSAV,,KORD,2:19,,2:19,2:19,,,,,1,1,,,,,,,,
2019-09-03,E170,N657RW,KORD,,KSYR,1:32,,1:32,1:32,,,,,1,1,,,,,,,,
2019-09-03,E170,N657RW,KSYR,,KORD,2:13,,2:13,2:13,,,,,1,1,,,,,,,,
2019-09-05,E170,N640RW,KORD,,KDCA,2:07,,2:07,2:07,,,,,1,1,,,,,,,,
2019-09-05,E170,N640RW,KDCA,,KEWR,1:09,,1:09,1:09,,,,,,,1,1,,,1:09,,,
2019-09-05,E170,N749YX,KEWR,,KBUF,1:15,,1:15,1:15,,,,,,,1,1,,,1:15,,,
2019-09-06,E170,N862RW,KORD,,KDCA,1:39,,1:39,1:39,,,,,1,,,1,,,0:04,,,
2019-09-06,E170,N862RW,KDCA,,KORD,1:56,,1:56,1:56,,,,,,,1,1,,,1:56,,,
2019-09-09,E170,N652RW,KORD,,KMSP,1:49,,1:49,1:49,,,,,1,1,,,,,,,,
2019-09-09,E170,N652RW,KMSP,,KEWR,2:56,,2:56,2:56,,,,,1,1,,,,,,,,
2019-09-09,E170,N652RW,KEWR,,KOMA,3:04,,3:04,3:04,,,,,,,1,1,,,3:04,,,
2019-09-10,E170,N862RW,KOMA,,KORD,1:38,,1:38,1:38,,,,,1,1,,,,,,,,
2019-09-11,E170,N417YX,KCLT,,KEYW,1:57,,1:57,1:57,,,,,1,1,,,,,,,,
2019-09-11,E170,N417YX,KEYW,,KCLT,2:07,,2:07,2:07,,,,,1,1,,,,,,,,
2019-09-11,E170,N417YX,KCLT,,KCMH,1:21,,1:21,1:21,,,,,,,1,1,,,1:21,,,
2019-09-12,E170,N445YX,KCMH,,KPHL,1:26,,1:26,1:26,,,,,1,1,,,,,,,,
2019-09-12,E170,N106HQ,KPHL,,KCVG,2:20,,2:20,2:20,,,,,1,,,1,,,0:22,,,
2019-09-13,E170,N728YX,KORD,,KLGA,1:58,,1:58,1:58,,,,,1,1,,,,,,,,
2019-09-13,E170,N728YX,KLGA,,KORD,2:26,,2:26,2:26,,,,,1,1,,,,,,,,
2019-09-16,E170,N732YX,KORD,,KDCA,2:12,,2:12,2:12,,,,,1,1,,,,,,,,
2019-09-16,E170,N732YX,KDCA,,KORD,1:58,,1:58,1:58,,,,,1,1,,,,,,,,
2019-09-17,E170,N863RW,KORD,,KDCA,1:43,,1:43,1:43,,,,,1,,,1,,,0:15,,,
2019-09-17,E170,N863RW,KDCA,,KORD,2:00,,2:00,2:00,,,,,,,1,1,,,2:00,,,
2019-09-23,E170,N857RW,KORD,,KDCA,1:40,,1:40,1:40,,,,,1,,,1,,,0:20,,,
2019-09-23,E170,N857RW,KDCA,,KORD,2:14,,2:14,2:14,,,,,,,1,1,,,2:14,,,
2019-09-25,E170,N119HQ,KMSP,,KDCA,2:11,,2:11,2:11,,,,,1,1,,,,,,,,
2019-09-25,E170,N413YX,KDCA,,KOKC,2:58,,2:58,2:58,,,,,1,,,1,,,1:29,,,
2019-10-03,E170,N214JQ,KORD,,KBOS,2:19,,2:19,2:19,,,,,,1,1,,,,0:33,,,
2019-10-03,E170,N203JQ,KBOS,,KIND,2:33,,2:33,2:33,,,,,1,1,,,,,,,,
2019-10-03,E170,N203JQ,KIND,,KBOS,2:08,,2:08,2:08,,,,,1,1,,,,,,,,
2019-10-04,E170,N213JQ,KBOS,,KCLE,2:13,,2:13,2:13,,,,,1,1,,,,,,,,
